source,name,url,date_or_edition,note
Wayback CDX (old FAA layout),omaha_92_p.pdf,https://web.archive.org/web/20150906073010/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Omaha_92_P.pdf,20150906,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),omaha_93_p.pdf,https://web.archive.org/web/20160422093828/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Omaha_93_P.pdf,20160422,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),omaha_94_p.pdf,https://web.archive.org/web/20161101125819/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Omaha_94_P.pdf,20161101,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),omaha_98_p.pdf,https://web.archive.org/web/20190503010110/https://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Omaha_98_P.pdf,20190503,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),phoenix_91_p.pdf,https://web.archive.org/web/20140813232332/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Phoenix_91_P.pdf,20140813,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),phoenix_93_p.pdf,https://web.archive.org/web/20150906031000/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Phoenix_93_P.pdf,20150906,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),phoenix_94_p.pdf,https://web.archive.org/web/20160422102219/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Phoenix_94_P.pdf,20160422,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),phoenix_95_p.pdf,https://web.archive.org/web/20170303145313/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Phoenix_95_P.pdf,20170303,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),phoenix_96_p.pdf,https://web.archive.org/web/20161101130503/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Phoenix_96_P.pdf,20161101,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),point_barrow_76_p.pdf,https://web.archive.org/web/20140813230923/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Point_Barrow_76_P.pdf,20140813,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),point_barrow_77_p.pdf,https://web.archive.org/web/20150906073454/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Point_Barrow_77_P.pdf,20150906,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),point_barrow_78_p.pdf,https://web.archive.org/web/20161101132732/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Point_Barrow_78_P.pdf,20161101,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),point_barrow_80_p.pdf,https://web.archive.org/web/20190502215804/https://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Point_Barrow_80_P.pdf,20190502,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),salt_lake_city_91_p.pdf,https://web.archive.org/web/20140813224315/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Salt_Lake_City_91_P.pdf,20140813,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),salt_lake_city_93_p.pdf,https://web.archive.org/web/20150906065731/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Salt_Lake_City_93_P.pdf,20150906,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),salt_lake_city_94_p.pdf,https://web.archive.org/web/20160422131636/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Salt_Lake_City_94_P.pdf,20160422,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),salt_lake_city_95_p.pdf,https://web.archive.org/web/20160422141307/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Salt_Lake_City_95_P.pdf,20160422,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),salt_lake_city_96_p.pdf,https://web.archive.org/web/20161101133237/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Salt_Lake_City_96_P.pdf,20161101,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),san_antonio_105_p.pdf,https://web.archive.org/web/20201030034412/https://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/San_Antonio_105_P.pdf,20201030,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),san_antonio_106_p.pdf,https://web.archive.org/web/20201031152410/https://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/San_Antonio_106_P.pdf,20201031,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),san_antonio_93_p.pdf,https://web.archive.org/web/20140813224515/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/San_Antonio_93_P.pdf,20140813,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),san_antonio_95_p.pdf,https://web.archive.org/web/20150906072719/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/San_Antonio_95_P.pdf,20150906,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),san_antonio_96_p.pdf,https://web.archive.org/web/20160422125456/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/San_Antonio_96_P.pdf,20160422,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),san_antonio_97_p.pdf,https://web.archive.org/web/20161101133825/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/San_Antonio_97_P.pdf,20161101,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),san_antonio_98_p.pdf,https://web.archive.org/web/20161101134353/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/San_Antonio_98_P.pdf,20161101,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),san_francisco_101_p.pdf,https://web.archive.org/web/20190502214855/https://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/San_Francisco_101_P.pdf,20190502,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),san_francisco_92_p.pdf,https://web.archive.org/web/20140813234313/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/San_Francisco_92_P.pdf,20140813,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),san_francisco_95_p.pdf,https://web.archive.org/web/20150906030121/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/San_Francisco_95_P.pdf,20150906,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),san_francisco_96_p.pdf,https://web.archive.org/web/20160422133439/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/San_Francisco_96_P.pdf,20160422,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),san_francisco_97_p.pdf,https://web.archive.org/web/20161101134934/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/San_Francisco_97_P.pdf,20161101,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),seattle_87_p.pdf,https://web.archive.org/web/20140813224820/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Seattle_87_P.pdf,20140813,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),seattle_89_p.pdf,https://web.archive.org/web/20150906071410/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Seattle_89_P.pdf,20150906,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),seattle_90_p.pdf,https://web.archive.org/web/20160422090228/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Seattle_90_P.pdf,20160422,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),seattle_91_p.pdf,https://web.archive.org/web/20161101135717/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Seattle_91_P.pdf,20161101,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),seattle_92_p.pdf,https://web.archive.org/web/20161231234032/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Seattle_92_P.pdf,20161231,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),seward_106_p.pdf,https://web.archive.org/web/20201031152820/https://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Seward_106_P.pdf,20201031,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),seward_107_p.pdf,https://web.archive.org/web/20201023221449/https://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Seward_107_P.pdf,20201023,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),seward_94_p.pdf,https://web.archive.org/web/20140813233542/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Seward_94_P.pdf,20140813,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),seward_96_p.pdf,https://web.archive.org/web/20150906025437/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Seward_96_P.pdf,20150906,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),seward_97_p.pdf,https://web.archive.org/web/20160422190033/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Seward_97_P.pdf,20160422,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),seward_98_p.pdf,https://web.archive.org/web/20161101140553/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Seward_98_P.pdf,20161101,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),seward_99_p.pdf,https://web.archive.org/web/20161101142819/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Seward_99_P.pdf,20161101,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),st_louis_90_p.pdf,https://web.archive.org/web/20140813223434/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/St_Louis_90_P.pdf,20140813,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),st_louis_92_p.pdf,https://web.archive.org/web/20150906033007/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/St_Louis_92_P.pdf,20150906,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),st_louis_93_p.pdf,https://web.archive.org/web/20160422114953/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/St_Louis_93_P.pdf,20160422,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),st_louis_94_p.pdf,https://web.archive.org/web/20161101143557/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/St_Louis_94_P.pdf,20161101,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),st_louis_95_p.pdf,https://web.archive.org/web/20161231235641/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/St_Louis_95_P.pdf,20161231,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),st_louis_98_p.pdf,https://web.archive.org/web/20190502124632/https://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/St_Louis_98_P.pdf,20190502,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),twin_cities_88_p.pdf,https://web.archive.org/web/20140813225511/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Twin_Cities_88_P.pdf,20140813,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),twin_cities_90_p.pdf,https://web.archive.org/web/20150906031513/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Twin_Cities_90_P.pdf,20150906,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),twin_cities_91_p.pdf,https://web.archive.org/web/20160422141750/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Twin_Cities_91_P.pdf,20160422,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),twin_cities_92_p.pdf,https://web.archive.org/web/20161101145825/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Twin_Cities_92_P.pdf,20161101,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),twin_cities_93_p.pdf,https://web.archive.org/web/20170101001350/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Twin_Cities_93_P.pdf,20170101,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),washington_100_p.pdf,https://web.archive.org/web/20161101150532/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Washington_100_P.pdf,20161101,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),washington_108_p.pdf,https://web.archive.org/web/20201022070121/https://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Washington_108_P.pdf,20201022,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),washington_95_p.pdf,https://web.archive.org/web/20140813232950/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Washington_95_P.pdf,20140813,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),washington_98_p.pdf,https://web.archive.org/web/20150906032213/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Washington_98_P.pdf,20150906,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),washington_99_p.pdf,https://web.archive.org/web/20160422133824/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Washington_99_P.pdf,20160422,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),western_aleutian_islands_47_p.zip,https://web.archive.org/web/20140813232548/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Western_Aleutian_Islands_47_P.zip,20140813,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),western_aleutian_islands_49_p.pdf,https://web.archive.org/web/20170204152248/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Western_Aleutian_Islands_49_P.pdf,20170204,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),western_aleutian_islands_51_p.pdf,https://web.archive.org/web/20190502143434/https://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Western_Aleutian_Islands_51_P.pdf,20190502,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),whitehorse_54_p.pdf,https://web.archive.org/web/20140814011831/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Whitehorse_54_P.pdf,20140814,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),whitehorse_55_p.pdf,https://web.archive.org/web/20150906071602/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Whitehorse_55_P.pdf,20150906,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),whitehorse_56_p.pdf,https://web.archive.org/web/20161101153038/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Whitehorse_56_P.pdf,20161101,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),whitehorse_58_p.pdf,https://web.archive.org/web/20190502170038/https://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Whitehorse_58_P.pdf,20190502,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),wichita_101_p.pdf,https://web.archive.org/web/20190502124544/https://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Wichita_101_P.pdf,20190502,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),wichita_92_p.pdf,https://web.archive.org/web/20140814005812/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Wichita_92_P.pdf,20140814,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),wichita_95_p.pdf,https://web.archive.org/web/20150906071657/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Wichita_95_P.pdf,20150906,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),wichita_96_p.pdf,https://web.archive.org/web/20160422130251/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Wichita_96_P.pdf,20160422,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),wichita_97_p.pdf,https://web.archive.org/web/20161101153550/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Wichita_97_P.pdf,20161101,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),wichita_98_p.pdf,https://web.archive.org/web/20170101005026/http://aeronav.faa.gov/content/aeronav/sectional_files/PDFs/Wichita_98_P.pdf,20170101,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),seattle_92.zip,https://web.archive.org/web/20161231233620/http://aeronav.faa.gov/content/aeronav/sectional_files/Seattle_92.zip,20161231,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),seward_93.zip,https://web.archive.org/web/20140113182544/http://aeronav.faa.gov/content/aeronav/sectional_files/Seward_93.zip,20140113,captured sectional_files URL absent from dole
Wayback CDX (old FAA layout),st_louis_95.zip,https://web.archive.org/web/20161231235352/http://aeronav.faa.gov/content/aeronav/sectional_files/St_Louis_95.zip,20161231,captured sectional_files URL absent from dole
Wayback CDX (visual layout),atlanta.zip,https://web.archive.org/web/20210319210633/https://aeronav.faa.gov/visual/02-25-2021/sectional-files/Atlanta.zip,02-25-2021,captured edition/city zip absent from dole for this date
Wayback CDX (visual layout),brownsville.zip,https://web.archive.org/web/20210319210342/https://aeronav.faa.gov/visual/02-25-2021/sectional-files/Brownsville.zip,02-25-2021,captured edition/city zip absent from dole for this date
Wayback CDX (visual layout),wichita.zip,https://web.archive.org/web/20210319211958/https://aeronav.faa.gov/visual/02-25-2021/sectional-files/Wichita.zip,02-25-2021,captured edition/city zip absent from dole for this date
LOC gct00498 'Base & Duplicates' set,ca000001r.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000001r.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000001v.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000001v.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000002.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000002.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000003.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000003.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000004.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000004.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000005.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000005.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000006.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000006.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000007.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000007.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000008.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000008.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000009r.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000009r.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000009v.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000009v.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000010r.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000010r.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000010v.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000010v.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000011r.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000011r.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000011v.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000011v.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000012.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000012.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000013.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000013.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000014.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000014.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000015.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000015.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000016r.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000016r.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000016v.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000016v.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000017.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000017.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000018.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000018.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000019.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000019.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000020r.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000020r.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000020v.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000020v.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000021.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000021.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000022.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000022.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000023.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000023.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000024.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000024.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000025.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000025.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000026.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000026.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000027.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000027.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000028.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000028.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000029.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000029.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000030.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000030.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000031r.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000031r.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000031v.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000031v.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000032.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000032.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000033r.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000033r.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000033v.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000033v.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000035.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000035.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000036.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000036.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000037.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000037.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000038.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000038.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000039.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000039.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000040.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000040.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000041.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000041.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000042r.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000042r.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000042v.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000042v.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
LOC gct00498 'Base & Duplicates' set,ca000043.tif,https://tile.loc.gov/storage-services/master/gmd/gmd370m/g3701m/g3701pm/gct00498/ca000043.tif,set dated 1927-,entire set absent from dole (dole covers gct00089 only)
